Timestamp,Market,Data Type,Value
1693526400.0,COMPOUND,Borrowed ETH,21250.621116106384
1693548000.0,COMPOUND,Supplied rETH,0.0
1693548000.0,COMPOUND,Borrowed ETH,21251.06493964398
1693569600.0,COMPOUND,Supplied rETH,0.0
1693569600.0,COMPOUND,Borrowed ETH,19986.434075725727
1693591200.0,COMPOUND,Supplied rETH,0.0
1693591200.0,COMPOUND,Borrowed ETH,21251.37426790296
1693612800.0,COMPOUND,Supplied rETH,0.0
1693612800.0,COMPOUND,Borrowed ETH,20828.80346065382
1693634400.0,COMPOUND,Supplied rETH,0.0
1693634400.0,COMPOUND,Borrowed ETH,20829.232511851904
1693656000.0,COMPOUND,Supplied rETH,0.0
1693656000.0,COMPOUND,Borrowed ETH,19565.04851593232
1693677600.0,COMPOUND,Supplied rETH,0.0
1693677600.0,COMPOUND,Borrowed ETH,19565.43534264931
1693699200.0,COMPOUND,Supplied rETH,0.0
1693699200.0,COMPOUND,Borrowed ETH,19558.332180696834
1693720800.0,COMPOUND,Supplied rETH,0.0
1693720800.0,COMPOUND,Borrowed ETH,19593.85377906509
1693742400.0,COMPOUND,Supplied rETH,0.0
1693742400.0,COMPOUND,Borrowed ETH,19594.608389476496
1693764000.0,COMPOUND,Supplied rETH,0.0
1693764000.0,COMPOUND,Borrowed ETH,17424.46166505887
1693785600.0,COMPOUND,Supplied rETH,0.0
1693785600.0,COMPOUND,Borrowed ETH,17434.793034146922
1693807200.0,COMPOUND,Supplied rETH,0.0
1693807200.0,COMPOUND,Borrowed ETH,17435.173056499014
1693828800.0,COMPOUND,Supplied rETH,0.0
1693828800.0,COMPOUND,Borrowed ETH,17435.503908718798
1693850400.0,COMPOUND,Supplied rETH,0.0
1693850400.0,COMPOUND,Borrowed ETH,19435.87712288856
1693872000.0,COMPOUND,Supplied rETH,0.0
1693872000.0,COMPOUND,Borrowed ETH,20674.71607074233
1693893600.0,COMPOUND,Supplied rETH,0.0
1693893600.0,COMPOUND,Borrowed ETH,20676.504617826133
1693915200.0,COMPOUND,Supplied rETH,0.0
1693915200.0,COMPOUND,Borrowed ETH,22497.49564872745
1693936800.0,COMPOUND,Supplied rETH,0.0
1693936800.0,COMPOUND,Borrowed ETH,22499.254003370297
1693958400.0,COMPOUND,Supplied rETH,0.0
1693958400.0,COMPOUND,Borrowed ETH,22462.187872308936
1693980000.0,COMPOUND,Supplied rETH,0.0
1693980000.0,COMPOUND,Borrowed ETH,22440.44996853627
1694001600.0,COMPOUND,Supplied rETH,0.0
1694001600.0,COMPOUND,Borrowed ETH,23437.29758673524
1694023200.0,COMPOUND,Supplied rETH,0.0
