Event Type,Transaction Hash,Address,Block Hash,Block Number,Reserve,User,Amount,On Behalf Of,Borrow Rate,Repayer,useAtokens,To,Target,Asset,Referral Code,Initiator,Premium
Supply,0x605c3930567b218631c716acea1c0f195803306ba395fd3152027b106fb27ac4,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x9492033dfe32a3a3bbebb5b4d05d0c3e7955c1911b55424f44a259b24e6b46be,19201960,0xae78736Cd615f374D3085123A210448E74Fc6393,0xaB60e22017df361fC490AAb971cEeAF905D1b46d,386711220013743821,,,,,,,,,,
Borrow,0xb1e06071664d880231e79518c4df82142b8e57218b97ff7c0dae3dc0fea86c85,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x80a3d6aa55cb0f3e6c14faf2541353d962fc0c0149521645f1e700b661f5978b,19202018,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x893411580e590D62dDBca8a703d61Cc4A8c7b2b9,500000000000000000,0xaB60e22017df361fC490AAb971cEeAF905D1b46d,25512537012506572520538021,,,,,,,,
Repay,0x12bd94e147180a046fffb1438a874b3518c61d25e08eb24e85fca5497c5f1f15,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x9f0eab76a2376547d53c100a971ed91fdcabdbcfabc99117c1473c891ec4cc44,19396167,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xaB60e22017df361fC490AAb971cEeAF905D1b46d,1156755819,,,0xaB60e22017df361fC490AAb971cEeAF905D1b46d,False,,,,,,
Repay,0x4c70ffaf7b28f28dee6fda4603b3b01177c5a25aa5f80a197eadb30f5305c310,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7678afc200556024820912cade4fa868e46a6b4c1b098e9339c7ef9b44588ef2,19202004,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xaB60e22017df361fC490AAb971cEeAF905D1b46d,629000000,,,0xaB60e22017df361fC490AAb971cEeAF905D1b46d,False,,,,,,
Supply,0x89fd69209d1b62bef69b0fb03902c2d1794da1ef76c141cbf515df07516b364e,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xb56ad1747eef301941e2e23ae96a562dd5e2016b550baa938f4c3b23006daf76,19651273,0xae78736Cd615f374D3085123A210448E74Fc6393,0xcc9922F7518D07D92F063f19aA923591CEBe9504,1.267988285840555e+19,,,,,,,,,,
Repay,0xa83b59c83ce7a427fd1f4ad94b8d10147044dc8ea90cb6ab438a193eae44fe8f,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8fd02cafeb5ecb7628808c915c43a38f06ea406ca1de916fea5cc3337c60a1bb,19699852,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xcc9922F7518D07D92F063f19aA923591CEBe9504,16743950166.0,,,0xcc9922F7518D07D92F063f19aA923591CEBe9504,False,,,,,,
Supply,0x23600be1a6901fc21d4006c00522992122fbab43d059adc6132e83f30f4451bc,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x9e4d6ee893cb31baa45939ec7d10a698a9d16fe5c004ebbd9e056d9dd78ddf76,19331822,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,9.153354898374752e+18,,,,,,,,,,
Supply,0x41ab4ea95cf0c68ed4796ec61a2dc13924265330ce062eedb84b0b363b784c4a,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x09cd5be4d74296d234632878b5605b345ed31ce8ed5bf1237af5626caf6ad70b,19331901,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,42315889.0,,,,,,,,,,
Supply,0x8034d4500189f8a0bef853bd192fc8257c40e07a472e2eac541e12a16da47a34,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xfce07eba4be70879fcb554276bb73ce3ac92b4fffcf06d039cf03fbcc36bcd10,19215419,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,4.824509748085154e+18,,,,,,,,,,
Supply,0x201ad770294869213bab79df4f323281b09d1b9678c09ecb0dc6d98191e898a1,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xa7d6f037cab2c538e110d2f0eeb93447e688b8ae585186ede3d067b70452e2c6,19215488,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,29784895.0,,,,,,,,,,
Supply,0xc682d88993c66f02956defcd68fcc2a7c2c7b51c593b8890e2d321a282a47758,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x637e1914b68734d36cf6914b0c39f2853347f10c32da047f1526db4f676fa641,18086650,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,25186880.0,,,,,,,,,,
Supply,0x2ce479f0590a90d77e16233be5d3dc3553ac83bfc5a739b9411255906a4038fa,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x84da6228f96a1aa6dd54ffdc85562980115775ed9417212eb4e87665d8bf2ba5,18086670,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,9.527608402459904e+17,,,,,,,,,,
Supply,0xac01e136112e8a334fcba66839615d5dffb23356add4d408c26222410a1a9b95,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x9833baafe1b545009388c3826f88d0e2083bad924d0bb0a29e704803b9411a17,18133942,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,7807780.0,,,,,,,,,,
Supply,0x8eb0344af117d7cd6b9d2e106d8a116506efc7f805dc24deba47be4bdf3bc73e,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x89f97fcfcfecb80c91be2a527f5a23df66e0a2c4031baea020b453e364cf09d4,17584805,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,93359637.0,,,,,,,,,,
Supply,0x9e40365044e2ef3a608aad4fc85f8fb9c804a91fa9985e056d25e2b6ee727503,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x21db39631a53d95a1da7e7f5aac16f814ed224eca254bfb1edb72df39552963f,17125432,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2.359342512362974e+18,,,,,,,,,,
Supply,0x16b58e0791861ad208707b1ff35ac98e9c1021835f0cb62d064ae86e7a1baa96,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x1f2a8bb035c1fba37f91a7b6d9b4513af97c22464e3c2f95aeeb61bbcd8f1409,17125894,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,7796546.0,,,,,,,,,,
Supply,0xfff12c56173d6581465427eefff8c88218a501259fb42f41e4a5a732595dd7f2,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xe324e319aec30fb66256f80843e436af70a925d97389f8c85f7e60c2efa5797d,17019771,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,21323638.0,,,,,,,,,,
Supply,0x2342460b7c30a2bc15a8905d61a663ab2b6f6d4261110429458c7d2791e75e20,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x671042c29056bdd8e28e816b6faa7b9afff86fbd31ab0790ca4b125c7bc19946,17019994,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2.0166151459056888e+18,,,,,,,,,,
Supply,0x1fb4793eb746d5680af9fecb9e9620b551133c0e0c8c3e9f60a86e08c0cf9b1e,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x13a1a9859575cc23365bbc48ab01605fb8e5e577f013e36edca23b8982151683,17020206,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,1.2193486928732073e+18,,,,,,,,,,
Supply,0xf35d629929d001884528e7443828e7e99ffa94366808fd9267605295f431889c,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8139ed5ad76df03120f025f03010aef8336406f8a2065ec4d53c4c50733ca99d,16640152,0xae78736Cd615f374D3085123A210448E74Fc6393,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,1.5615545500817402e+19,,,,,,,,,,
Borrow,0xb2f6b766e21ef19cef204a27b152bb93108dc680d43442cdd132faf07f14a3cc,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x2ef0fce68bc654b31c153ba20b4d12db76b892295eca1bd24573751e2a683d64,19365494,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,10000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,131523437602930342836079452,,,,,,,,
Borrow,0x2db90bc361b6db2864e3ba0ab199aeace11abf9d44d419d241c005afe976132c,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x56c71d68f015c702a0e9a1e963d34c0609b4b1a213770346fa47c7a23f4ec63f,19382084,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,20000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,70043401679135021385658080,,,,,,,,
Borrow,0x1055f348def0801f40b3d2937a64fd1ab4ca832a960a83ef832b7694af781c36,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xf954f6ab9b2f86187453a5271965c4049da58477e4124863ffffa5fc754ccb59,19392585,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,20000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,140919444523456783676181246,,,,,,,,
Borrow,0x6cd728528c90ec67a6078c8ad7c910661bbeae2c10fa58c0548e7f1faf6d22fa,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xb346db20f3d2f1bbe6beb3f2f185be4dc2fc48f307997edfe3e7a5f07121779a,19410703,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,15000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,199274964691897298085209376,,,,,,,,
Borrow,0xe5182ffb8772ca5e65cab9f3112b3fc7f60cd791bdebd29b798b19a71856e25f,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xcded6a21dd06361eb676ba7cab7974eb1217679b1d3079533e3df0a75982e28a,19331786,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,35653559158.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,177024760000018401724729578,,,,,,,,
Borrow,0x47eb4ec7a32e69c3b892a8ac5bc5fc3ffe505f18f73f788afd5813c34e850244,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xe8b00af9811c5c4d7731d56a1034449596fe24ce2a21589eccf774f7b234c42d,19331894,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,26689614674.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,174657508064844437365618548,,,,,,,,
Borrow,0x9f6fca2b6cedfd1d32cee28aaa91e281bc30655f5a64639d2b7d6896f7114eeb,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xba0a31f45db4d9e042a8e8e547796e455a4972c2844ad47412c6ea2d98ffb062,19331907,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,10000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,175649398940170807286419254,,,,,,,,
Borrow,0xabaa9b82d26ca6bc133b3812c924a58cdc13ec15f29faf305bd7c9058fe654f5,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xf66b2e187e6ff1d3474e4d50676f281fc1accb6f144a250c5943b91c3f67416d,19214721,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,15000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,73375358760560947341490722,,,,,,,,
Borrow,0x974af5d3bea1a9626b7c3a5bad953ba4144e3165f07c79a10e3ad07f286d0c8c,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x5e3993bb07dd9c613567101e0a26df7c71b4b279ad69b756e456057bf91fe914,19215461,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,15000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,116416726246617997567215918,,,,,,,,
Borrow,0xedcd9af7912da0d85f67f5277c962471f72b68d2067af7f7ba1b331658042fb3,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xad12266e6a6c3759563539e5026006dac3eada6b3992224266ae64f4fe123f16,19215492,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,15000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,116822313802608310142875830,,,,,,,,
Borrow,0x7c3adcad20e1ea3c199ce8bd9eca7d5f777b8cbf00933d0d0046ab7adc20a2ad,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8ff67abbaa9e64bb1f5ed14b79f92fbfc503178d4f18db93df18958cef524792,19226028,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,6000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,140667989064285800576403372,,,,,,,,
Borrow,0x987bff6361b0bd32149dc585125e39ccc0f094d79f6b2b30115422721e073645,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6a7cf0e197b26559010be64ec4510bddaf7e59690f6e0ce84b9a58dbc91a4c4f,19142376,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,360000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,61741418422759615267592010,,,,,,,,
Borrow,0x27baf53911c876768c9fea207414a52312089463abb14d7befa29f21bd042f0d,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6f04a0633ab401799f9439114f0527f1a7f27f4419714228d43bb5813522689a,19192816,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,650000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,134291070697618337063661066,,,,,,,,
Borrow,0x40883c6956deb242501bc837faa9b0f0028778b9bc0bfab9de7d4ea0d045da57,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xebb22246288d63d3bf696170f900aa194fded4f5d4ea5c9af157498f28be50cc,19200573,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,340000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,114501417143154713697010908,,,,,,,,
Borrow,0x7aef30ee4a1ed03a57c56e9e6e8fca777606ad72cfb3fc836880127b8b069606,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xdb3d7a6bf09d99919e5778ce9f61bee76301fe863d95374ac5b63e0ecdf46d71,19078964,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2500000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,59641294668922219277101572,,,,,,,,
Borrow,0x115f6f8a08c713aa3db49e6af44f444f5f02b45c9879a84fbb122f17a4607b47,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x4769b0ab13c5c43a43b25a3f226ed3fd9477524f70b290caaf9eef6d85b8bcf7,18943451,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,500000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,79058148279387501413570030,,,,,,,,
Borrow,0x71f70c86bff37bc77dcf36751d1a34051c16f854f40abaa5e7c1b2789d6cd43e,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xadbc9f331901d728b129de80d2fcfd991f5d2dd0fbf2f791e3daffdf0c252c99,18876126,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,300000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,79051908382787130077152556,,,,,,,,
Borrow,0xf154e122875ef3e8f73118a3a595171947aece12acd256f2ba3a66dc00694e37,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x31f9afe8aab53d514e4e1087c68ccfcc34c1ecc3e986d31e871f160b07d77884,18715754,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2500000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,73361124704596056295021370,,,,,,,,
Borrow,0xae6cfc13b18f338d9805435c92c13aa0673399136e12cd611743d81329f6f492,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6f892fdcaf71af9a87561b3265717b5ca9413726629835fac97773a2e0b7ad9a,18661573,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,600000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,58383866068722960241714658,,,,,,,,
Borrow,0x0cd135b97c1555bfa1bdb3dc74e99b8ec93f129bd64bea509bc93ece20eb35b0,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x3f994869f24ee61f7671d4fa8da0359629587c1de9598b14e4db2eee5fc44ea1,18490381,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,88855060162667412186891404,,,,,,,,
Borrow,0x48e4e9fe6f957f14355986d7ed26dcf4591317ce814a1d624dbbc5d7229f41bc,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x1ef47d0c9daf92c831213a3f3a712556f20010a242137b78568ccde56daecccf,18533076,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,8000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,71829872237117928297936860,,,,,,,,
Borrow,0x0f516c170401c12b6b7cff8c8f1ba47a5214f82547736ce24031897bdc0cecc0,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x93a9c2a5699778b92d8c1058d1879c40e0b7c585baf560409179139d0a2b9fa2,18243646,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,300000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,139282943483384139487706180,,,,,,,,
Borrow,0x1ed5365f79b6750c9acb7afd96ef3aa9122c8e41ba777e82bd82cb84ab96ea5b,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x0d4f9003fc009a1ca34da6432c649bfe4ee32dcc3796f95d41afdf6e5c191ea4,18254736,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,5100000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,54343466277157433905516922,,,,,,,,
Borrow,0xf097cda43b897a8310ef36fa424fbe596328e38bddf752b5c1838eab995ad972,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6cd30e3d384d3da782d49518ec2a7b7828cf820d4e23d112d5fe9ddc81c7c563,18261403,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2000000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,43945389065841595263867980,,,,,,,,
Borrow,0x84c9729c385a72c823b1ffc7c6466a4827f306bb1792265120a3c5145ff77a4e,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x52f89f1eec6b1e3af51330f25691d7376869573170aa25b9185f17cdae1da492,18270291,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,150000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,91318267386161281728401372,,,,,,,,
Borrow,0x5a49248fb25365926be1b29d3a6c5f3b71fae089711bedaa22bb355f8b1b1a46,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8a9a7edfa50666d859c08b41f8dc11496a4af96d6c19e5833a82d5f06ea896bb,18197708,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,800000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,41916736961061359572821278,,,,,,,,
Borrow,0x6452d60df2f811318c8b8b1094836db2e67e061e837f51792bd7d8dc85b757fa,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x57ba81a90e14c372079033930572237b110ceb7719202d69b6a5be6ef6e5f05b,18214142,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,400000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,34820075565685595003731317,,,,,,,,
Borrow,0xbdd64064853be2410d82843cadaae9d41b790859b1a1031c6541e0b9276c5b2f,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x09007441cbbf7d07aa7f85783bdd1e7519828d8fd8f800e552ed332ce9280507,18133948,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,2500000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,34463236173347157620403064,,,,,,,,
Borrow,0xcddc0883c1ddd4d5171ab86b332dbf51bd185e14e0c95051d684ff6673458f55,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xdaeefbc3cf824bd232398477d7de2b6a1f253858fc0eee9031e98934c7f5d484,18147792,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,500000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,69159423792238855455799520,,,,,,,,
Borrow,0xfe537cdde6f484051fec1f765dd11176a7f1174cd868366df32ed1d4c1fe2370,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xbe1ba8976c7e546a399f62cfecb70717cd81217b2f8b4a0db537a04375ec0e69,17873082,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,150000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,72814162847739231197294804,,,,,,,,
Borrow,0x98c1556bd0f54056bfaedd876e20d13ffcfbe50fa1093511bbb45bc284d968e2,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x06d18efeb02bccb188e1c6877ffc7ebece6954b75e066ba8144c618050fc2af7,17893919,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,200000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,136994363252213451931336610,,,,,,,,
Borrow,0xfac3836f9bb288b2f17f71b5056d111bff1ef70f51e1b3868d23f94d009b867d,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x9203ada095c0fb0583f243a4a459ff44f2963c8426a6d33e4ee69f09c3526ca3,17900795,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,200000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,62781551122990281026593256,,,,,,,,
Borrow,0xed6eeaaed21aa2ef33f22a68991377ef56da7e67ade0ef5e6e3c63425b99fe4b,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xba19dddc7e1157ef21bd471eefc3f9da2a33ef899bbf1c1ab5c9761140c07af1,17905625,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,300000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,55679081519851255793841842,,,,,,,,
Borrow,0x7501af5087de985645eef16044d1073468e5742372205fd620472e66a91aeeb7,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8ce4001f545a128976b8db65c273e480c4244b493a67c3aff40511222d5c9f40,17792816,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,600000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,34768675469905332468390716,,,,,,,,
Borrow,0x544e0cee2d1d6b171e6a9e8f432a70ce485a8ba94a5d8fb60c25124c5d4f75e7,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8e42cd9da7612d6bcda2d3dea4e94f29885250a7e7894e8cdb43fb98b541aa94,17798472,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,650000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,34681596052721367097179972,,,,,,,,
Borrow,0x6e389a00270f04e7d2d0028bc67a8edc8e1458e0e7225049f5f9a687ef244f46,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x28c3aa36b835ae18486f3a6e2e6f1e0dcfa10ff2024cb9eadccf21ffd69e1f6d,17842231,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,300000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,45423911745370960932678296,,,,,,,,
Borrow,0x009a84bc17c8a510194c2a11485b839677bcc648bcb3314cf83bb75d41e1c5ff,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xce1d4f9e7046de9a64b0f1e3cc965921f75b265682dd62f2338a9993e7309b5d,17850676,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,300000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,69996703227930738744593174,,,,,,,,
Borrow,0xf225e2a1b743af69de0f32ddcaadfa9fc661b5d9e070ddfa353a34e2ab0c6407,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x52624ede25ac4d67cbf81db787624cd1ec64acf0516d5f8a861c5b8fe5e22566,17750382,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,300000000.0,0x35451b05E053B826538B03ad20F2eE5d76dB5Cea,33542169323735029973033274,,,,,,,,
