Event Type,Transaction Hash,Address,Block Hash,Block Number,Reserve,User,Amount,On Behalf Of,Borrow Rate,Repayer,useAtokens,To,Target,Asset,Referral Code,Initiator,Premium
Supply,0x0100c0869d92e3d87e6a304169563c97ddfe7155b23197c82c5af8c3b1461c50,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x26a5bf092be855674ad5d303c80712b80051eb57a19d97ba36adb1c79a552168,19094532,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x017d17eb9f5ab287b2224eb563ad0df08140f847d7bcb5dc6a57902e2fd62a16,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7703f8226a5638f1833849b94a1f4ae773a37eea187b3e58ee6c36d21389af1c,19097699,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x017d17eb9f5ab287b2224eb563ad0df08140f847d7bcb5dc6a57902e2fd62a16,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7703f8226a5638f1833849b94a1f4ae773a37eea187b3e58ee6c36d21389af1c,19097699,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,390194254819858363291,,,,,,,,,,
Supply,0x3e3555cfed692f0307b096a89e9e676840832190933e83e2d8c9b5f6507b2d7c,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7703f8226a5638f1833849b94a1f4ae773a37eea187b3e58ee6c36d21389af1c,19097699,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x74893e51791ee71b84144be7ec0888d1d40ad05158f8405ea3a3bec1026733b5,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7a0f3594d29b6deaebb9a4231d7fa825a853cb5661f37a05468ebb7f1d68c187,19098589,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x74893e51791ee71b84144be7ec0888d1d40ad05158f8405ea3a3bec1026733b5,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7a0f3594d29b6deaebb9a4231d7fa825a853cb5661f37a05468ebb7f1d68c187,19098589,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,12820822344923191329,,,,,,,,,,
Supply,0x74893e51791ee71b84144be7ec0888d1d40ad05158f8405ea3a3bec1026733b5,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7a0f3594d29b6deaebb9a4231d7fa825a853cb5661f37a05468ebb7f1d68c187,19098589,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x1aEcea38B8626EEB3748234343cff427268Dd487,139600195255311786426,,,,,,,,,,
Supply,0xe493fcbf54d41e6d78f591a9ea8cb1ac0bf62a6e84a441077f14ed339613e680,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7a0f3594d29b6deaebb9a4231d7fa825a853cb5661f37a05468ebb7f1d68c187,19098589,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xa156b904ab0d30cd030aa649c26a3f54a622efdb90887f73571675d42edc13f1,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x655b365d375d6f85cbd0912560f044752082a9a04a3039b29dab0a183de875a7,19102463,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xa156b904ab0d30cd030aa649c26a3f54a622efdb90887f73571675d42edc13f1,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x655b365d375d6f85cbd0912560f044752082a9a04a3039b29dab0a183de875a7,19102463,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,28172949735836079134,,,,,,,,,,
Supply,0xff7a6d78ce56a10a5aa0300e74f0bb8b810fbe1679eb354a6caf152b66abc552,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x655b365d375d6f85cbd0912560f044752082a9a04a3039b29dab0a183de875a7,19102463,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x8d745345bc5b6dab08577cf90f0eebd2231adf40f948c0d15744b10b41bdd2fd,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x64dd33de3fc0461d4165f0ec8a11abc7808df72e39f38bec5b2dedafa6f786ea,19105298,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x8d745345bc5b6dab08577cf90f0eebd2231adf40f948c0d15744b10b41bdd2fd,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x64dd33de3fc0461d4165f0ec8a11abc7808df72e39f38bec5b2dedafa6f786ea,19105298,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,11669779509547069789,,,,,,,,,,
Supply,0x4f13301189fbddd0890fd14238dd2a375d2d3f571442eaf62b5035c362657937,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x64dd33de3fc0461d4165f0ec8a11abc7808df72e39f38bec5b2dedafa6f786ea,19105298,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x1d23e909c154abbc2826485645f84de8c69a4b932abf1fbd8eaac404e5a9d1be,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc797c18746e91b2326f593af289a465131f5bc6b947d1acfe8440baa64ed2dfc,19105299,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x1d23e909c154abbc2826485645f84de8c69a4b932abf1fbd8eaac404e5a9d1be,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc797c18746e91b2326f593af289a465131f5bc6b947d1acfe8440baa64ed2dfc,19105299,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,488965975474712630741,,,,,,,,,,
Supply,0xe43bd8202d3057e84da03c09345ae80ba05b8cf51a430c08c18427b407ed0272,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc797c18746e91b2326f593af289a465131f5bc6b947d1acfe8440baa64ed2dfc,19105299,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x2c43f7d913c733ec0bced7c52444dcd25b80925ea8ee802c0f177c285c415fe6,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xe030edd4a328471a81d8ede74024442f7300e8298255cf86ec1d5e2dba3b24b2,19105926,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x2c43f7d913c733ec0bced7c52444dcd25b80925ea8ee802c0f177c285c415fe6,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xe030edd4a328471a81d8ede74024442f7300e8298255cf86ec1d5e2dba3b24b2,19105926,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,311569978862241815746,,,,,,,,,,
Supply,0x2c43f7d913c733ec0bced7c52444dcd25b80925ea8ee802c0f177c285c415fe6,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xe030edd4a328471a81d8ede74024442f7300e8298255cf86ec1d5e2dba3b24b2,19105926,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x1aEcea38B8626EEB3748234343cff427268Dd487,3064589873686677978049,,,,,,,,,,
Supply,0x3de9d35f957b92d9ba3ee48e735a94c288ba0136a00409756b634b7ee704cb70,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xe030edd4a328471a81d8ede74024442f7300e8298255cf86ec1d5e2dba3b24b2,19105926,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x137b4bf91e894b9871053c93c8e81c082b99eeac25d1da8ad7c3231356e117d2,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8eba3dd6ceecf2b413acf1d6760478a9ef5c6bfb0609ad4b2e3d4e98e89971b4,19106841,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x137b4bf91e894b9871053c93c8e81c082b99eeac25d1da8ad7c3231356e117d2,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8eba3dd6ceecf2b413acf1d6760478a9ef5c6bfb0609ad4b2e3d4e98e89971b4,19106841,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,55380275180837534615,,,,,,,,,,
Supply,0x137b4bf91e894b9871053c93c8e81c082b99eeac25d1da8ad7c3231356e117d2,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8eba3dd6ceecf2b413acf1d6760478a9ef5c6bfb0609ad4b2e3d4e98e89971b4,19106841,0xae78736Cd615f374D3085123A210448E74Fc6393,0x1aEcea38B8626EEB3748234343cff427268Dd487,612311896022244964858,,,,,,,,,,
Supply,0xa4ec8040f45944cc3ecc3c7472e73037523b679f53c48efa4651933426d92844,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x8eba3dd6ceecf2b413acf1d6760478a9ef5c6bfb0609ad4b2e3d4e98e89971b4,19106841,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xe957c959a0d392d5ea3d6632c7cd9886dbb91859cb50e1c7f3dd2152e380e053,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x4c4e01a623b790a2ce88623bab9ebdc18570f938aa0bd09d4e40584223c54e88,19108251,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xe957c959a0d392d5ea3d6632c7cd9886dbb91859cb50e1c7f3dd2152e380e053,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x4c4e01a623b790a2ce88623bab9ebdc18570f938aa0bd09d4e40584223c54e88,19108251,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,283229206073606246084,,,,,,,,,,
Supply,0xffdae092764bb221d823132302cadfe31c1a3ea15782686af883ea874554ee5d,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x4c4e01a623b790a2ce88623bab9ebdc18570f938aa0bd09d4e40584223c54e88,19108251,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x1f05fa305f00ca008a796cc491d2761f5ed82bcf72ffc37b004df4037f4d8821,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd7ab4e325772fa57d596d97c0d4216771dfa9bb604e3248d145b490cc1f7796c,19110389,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x1f05fa305f00ca008a796cc491d2761f5ed82bcf72ffc37b004df4037f4d8821,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd7ab4e325772fa57d596d97c0d4216771dfa9bb604e3248d145b490cc1f7796c,19110389,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,238037052954587503708,,,,,,,,,,
Supply,0x14a5cde492e1489bf8aa52721ecfe67cba47372e2682af5098c48c386aa9162a,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd7ab4e325772fa57d596d97c0d4216771dfa9bb604e3248d145b490cc1f7796c,19110389,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x13bdc89fd28e0a5e1f3ce99fe2bce039d70843a159092b7ce607170b37a814ee,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7985e8acd14c5eec96001640b48ce78b56830cb71889187dbb95983c33a28e79,19110920,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x13bdc89fd28e0a5e1f3ce99fe2bce039d70843a159092b7ce607170b37a814ee,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7985e8acd14c5eec96001640b48ce78b56830cb71889187dbb95983c33a28e79,19110920,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,73306805312401560754,,,,,,,,,,
Supply,0x13bdc89fd28e0a5e1f3ce99fe2bce039d70843a159092b7ce607170b37a814ee,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7985e8acd14c5eec96001640b48ce78b56830cb71889187dbb95983c33a28e79,19110920,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x1aEcea38B8626EEB3748234343cff427268Dd487,566016660799,,,,,,,,,,
Supply,0x62ec4f898f1dcf2c64974a37298873432d623bb2e0f6def9a7ca965608d5082e,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x7985e8acd14c5eec96001640b48ce78b56830cb71889187dbb95983c33a28e79,19110920,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x0e644f28f41185c8c30b323234407ddb0a0555265d7cd1b5ce4543d268fc6434,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc90d9018d5a0376c4cc64aa73cb2e6f452ecd4c8b2777e537029a54097a74eb9,19111061,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x0e644f28f41185c8c30b323234407ddb0a0555265d7cd1b5ce4543d268fc6434,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc90d9018d5a0376c4cc64aa73cb2e6f452ecd4c8b2777e537029a54097a74eb9,19111061,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,215938628019370835870,,,,,,,,,,
Supply,0x0e644f28f41185c8c30b323234407ddb0a0555265d7cd1b5ce4543d268fc6434,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc90d9018d5a0376c4cc64aa73cb2e6f452ecd4c8b2777e537029a54097a74eb9,19111061,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x1aEcea38B8626EEB3748234343cff427268Dd487,1667034667630,,,,,,,,,,
Supply,0x1b3efc05e799309667da5e211b3aeb6b6ff70ff2abefeb77d6272834aae3c8e8,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xc90d9018d5a0376c4cc64aa73cb2e6f452ecd4c8b2777e537029a54097a74eb9,19111061,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xa396efdef0d1f0b6d636cd8340ef0d4bd5d00da16f354b49e149bfc66f2040cf,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x368082fcfa7f4bd5e6ff95c3bc29a4faa7cdbfdbc4c0883e5aca0d369440346b,19111847,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xa396efdef0d1f0b6d636cd8340ef0d4bd5d00da16f354b49e149bfc66f2040cf,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x368082fcfa7f4bd5e6ff95c3bc29a4faa7cdbfdbc4c0883e5aca0d369440346b,19111847,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,28724467068758016649,,,,,,,,,,
Supply,0x949b7004ed081e721b5abc5425cc6083ee41e835a962d3ad316ed2e797b96c98,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x368082fcfa7f4bd5e6ff95c3bc29a4faa7cdbfdbc4c0883e5aca0d369440346b,19111847,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xe051e99bc403d03969341e49fa28ba85ad2a6e5aa9f96859cff86751d3b13cac,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x89c119ad8735dc6af729995b01a4c68d3c75186cfcbfd186355ba6c218d1a703,19113272,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xe051e99bc403d03969341e49fa28ba85ad2a6e5aa9f96859cff86751d3b13cac,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x89c119ad8735dc6af729995b01a4c68d3c75186cfcbfd186355ba6c218d1a703,19113272,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,62705835877049037791,,,,,,,,,,
Supply,0xe051e99bc403d03969341e49fa28ba85ad2a6e5aa9f96859cff86751d3b13cac,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x89c119ad8735dc6af729995b01a4c68d3c75186cfcbfd186355ba6c218d1a703,19113272,0xae78736Cd615f374D3085123A210448E74Fc6393,0x1aEcea38B8626EEB3748234343cff427268Dd487,696058008273888324153,,,,,,,,,,
Supply,0x5b3c2936c47e06c41e921c9bbe83b091e76c7738ebf1489d334a5594c04219f3,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x89c119ad8735dc6af729995b01a4c68d3c75186cfcbfd186355ba6c218d1a703,19113272,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x62fc009d2a7ed6e4cb00a59f9aa9627ab62bb14753e4af6f15e297f211ba64f3,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x5bc6bb9418a0883b7dc74b1473f24fd9abd536b4cccdec4ca12740b59976937a,19114481,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x62fc009d2a7ed6e4cb00a59f9aa9627ab62bb14753e4af6f15e297f211ba64f3,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x5bc6bb9418a0883b7dc74b1473f24fd9abd536b4cccdec4ca12740b59976937a,19114481,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,156857742867986036157,,,,,,,,,,
Supply,0x9b05e003ee89f6397ce6df15afa510539d3ab9211408640676ac4e39d0aa052f,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x5bc6bb9418a0883b7dc74b1473f24fd9abd536b4cccdec4ca12740b59976937a,19114481,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x6b44b1e2060722a1df772ef8727de512b847ae70283a1452f3f3fd79544ad174,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x24679a1207a207e02d97f06f349c236d74660cb64620a033ae227aaecece0f19,19114714,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x6b44b1e2060722a1df772ef8727de512b847ae70283a1452f3f3fd79544ad174,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x24679a1207a207e02d97f06f349c236d74660cb64620a033ae227aaecece0f19,19114714,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,2558992006893251168765,,,,,,,,,,
Supply,0xf72d80d6344aa9a569858dabe1f7b2091c718334f0c93a88ca333f49cebecde4,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x24679a1207a207e02d97f06f349c236d74660cb64620a033ae227aaecece0f19,19114714,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x828fd4ca98320bea2076cbf099a29a7a5d95447927838606ff5809e2b633769c,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd96a73956f8146d29a804753da04bc7f61c8c2ae27ebc92bc7d3933b76c8f7aa,19115028,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x828fd4ca98320bea2076cbf099a29a7a5d95447927838606ff5809e2b633769c,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd96a73956f8146d29a804753da04bc7f61c8c2ae27ebc92bc7d3933b76c8f7aa,19115028,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,299478747542705600157,,,,,,,,,,
Supply,0x5e50203b73bad15097a02796ad8ef5337e7901d0cdc5489e2bbf9f70f38dc5d0,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd96a73956f8146d29a804753da04bc7f61c8c2ae27ebc92bc7d3933b76c8f7aa,19115028,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xf823a73880a18577165f0fa9790edea8b9ecc5024f21c6ee1bc6545aa7b84c2a,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x1432dc83eb31c09a16979079796f1bd94a44be5877190ccd38d86f66d595cd59,19115481,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0xf823a73880a18577165f0fa9790edea8b9ecc5024f21c6ee1bc6545aa7b84c2a,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x1432dc83eb31c09a16979079796f1bd94a44be5877190ccd38d86f66d595cd59,19115481,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,277564212321135729375,,,,,,,,,,
Supply,0x42793d7ad07219818979be3fed7ce05bcace3d461f6ef7a39ce2a197b214a28b,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x1432dc83eb31c09a16979079796f1bd94a44be5877190ccd38d86f66d595cd59,19115481,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x73501ac0dc2747882831f693df842b45cd9239319df47c7f402fab8f937725cb,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd68b64970fbd1ebe6128ec3e37998cb92e0441dba91b781eff8aa07ac791867b,19116170,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x73501ac0dc2747882831f693df842b45cd9239319df47c7f402fab8f937725cb,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd68b64970fbd1ebe6128ec3e37998cb92e0441dba91b781eff8aa07ac791867b,19116170,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,18279169863811357979,,,,,,,,,,
Supply,0x4628bd75b0776f4736741efc1cb9d7bff8e80eeb4072d52b78ef33ac188627df,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xd68b64970fbd1ebe6128ec3e37998cb92e0441dba91b781eff8aa07ac791867b,19116170,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x7266eb9c86564992696b3ea6fc2b9dbd4f62530ebb33434ff59af1523f1bca32,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xfbb0a01dd232af886abe5be08b3ebfa46533f366a5c51d4c5a6daac06e058df9,19117395,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x7266eb9c86564992696b3ea6fc2b9dbd4f62530ebb33434ff59af1523f1bca32,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xfbb0a01dd232af886abe5be08b3ebfa46533f366a5c51d4c5a6daac06e058df9,19117395,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,553341064316174757271,,,,,,,,,,
Supply,0x7cc8cb86c7809c0c8e5b6ad36d57917881d96f600ab313ce38b6e6880d8fa224,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0xfbb0a01dd232af886abe5be08b3ebfa46533f366a5c51d4c5a6daac06e058df9,19117395,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x444369157015aa27a70eebe8624bccbaf91137bae8ae64ed84fec4ab412985a1,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6cbc112e2be8f663e526a284da5f4ae252375233f317e4ccfef049caad7fcaab,19117508,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x1aEcea38B8626EEB3748234343cff427268Dd487,100000000000000000000000000,,,,,,,,,,
Supply,0x444369157015aa27a70eebe8624bccbaf91137bae8ae64ed84fec4ab412985a1,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6cbc112e2be8f663e526a284da5f4ae252375233f317e4ccfef049caad7fcaab,19117508,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1aEcea38B8626EEB3748234343cff427268Dd487,150195107166910535219,,,,,,,,,,
Supply,0x444369157015aa27a70eebe8624bccbaf91137bae8ae64ed84fec4ab412985a1,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,0x6cbc112e2be8f663e526a284da5f4ae252375233f317e4ccfef049caad7fcaab,19117508,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x1aEcea38B8626EEB3748234343cff427268Dd487,1102476154989,,,,,,,,,,
